,text,loglikelihood
35280,rlds,-0.6931330706652302
35281,occyupied,-0.6931330706652302
35282,cunado,-0.6931330706652302
35283,manuscript,-0.9162766219794399
35284,indoeuropan,-0.6931330706652302
35285,lablleing,-0.6931330706652302
35286,nonabbreviated,-0.6931330706652302
35287,commentswhat,-0.6931330706652302
35288,governmentso,-0.6931330706652302
35289,allopathic,-0.6931330706652302
35290,measles,-1.79174535933334
35291,wikipediatalkdeletionreviewuserboxdebatesblankingofdrvdebatesbyuserdocglasgowanduserpgk,-0.6931330706652302
35292,milosevics,-0.6931330706652302
35293,hague,-1.0985981787733947
35294,savich,-0.6931330706652302
35295,hopless,-0.6931330706652302
35296,turkicmuslims,-0.6931330706652302
35297,anthioch,-0.6931330706652302
35298,holdout,-0.6931330706652302
35299,wpcash,-1.0985981787733947
35300,sakura,-1.3862802512251755
35301,changemongo,-0.6931330706652302
35302,pageas,-0.6931330706652302
35303,idi,-0.6931330706652302
35304,administratorsplease,-0.6931330706652302
35305,wprfarhoweveras,-0.6931330706652302
35306,himi,-0.6931330706652302
35307,englishi,-1.0985981787733947
35308,americansi,-0.6931330706652302
35309,apologyi,-0.6931330706652302
35310,trollinghowever,-0.6931330706652302
35311,issuesit,-0.6931330706652302
35312,pointlessonce,-0.6931330706652302
35313,youuserprasi90,-0.6931330706652302
35314,sanguozhi,-0.6931330706652302
35315,漢光和年月日,-0.6931330706652302
35316,pasdar,0.6931612904546604
35317,allopaths,-0.6931330706652302
35318,outcomeid,-0.6931330706652302
35319,vaccinationorguk,-0.6931330706652302
35320,0901,-0.6931330706652302
35321,antiochia,-1.0985981787733947
35322,antakya,-0.6931330706652302
35323,remowed,-0.6931330706652302
35324,communion,-1.9458960391605982
35325,britainor,-0.6931330706652302
35326,issuehence,-0.6931330706652302
35327,errr,-1.3862802512251755
35328,allopath,-0.6931330706652302
35329,jwadegs,-0.6931330706652302
35330,tvshow,-0.6931330706652302
35331,parallelarticle,-0.6931330706652302
35332,mst3k,-1.0985981787733947
35333,mstied,-0.6931330706652302
35334,fodder,-1.0985981787733947
35335,jettamann,-1.0985981787733947
35336,jeepers,-0.6931330706652302
35337,madame,-1.0985981787733947
35338,sosostris,-1.0985981787733947
35339,custerfluck,-0.6931330706652302
35340,midsummer,-0.6931330706652302
35341,eliot,-0.6931330706652302
35342,inspred,-0.6931330706652302
35343,imagekolkatainindiapng,-1.0985981787733947
35344,imagecalcutta,-0.6931330706652302
35345,mapjpg,-1.0985981787733947
35346,hoe,-0.6931330706652302
35347,photoeditors,-0.6931330706652302
35348,chennai,-0.6931330706652302
35349,disillustioned,-0.6931330706652302
35350,endlers,-0.6931330706652302
35351,excatly,-0.6931330706652302
35352,defn,-1.0985981787733947
35353,bunk,-0.6931330706652302
35354,educator,-0.6931330706652302
35355,ocassions,-1.0985981787733947
35356,exclaim,-0.6931330706652302
35357,conceptualization,-0.6931330706652302
35358,refining,-1.0985981787733947
35359,repudiate,-1.0985981787733947
35360,axel,-0.6931330706652302
35361,marco,-1.0985981787733947
35362,descision,-0.6931330706652302
35363,toa,-1.0985981787733947
35364,retires,-0.6931330706652302
35365,descussion,-0.6931330706652302
35366,marja,-0.6931330706652302
35367,bannners,-0.6931330706652302
35368,ahahahahaha,-0.6931330706652302
35369,joshuaz,-2.079427431785121
35370,httpimg153imageshackusimg1537844atopicarealist7bspng,1.410989471507044e-05
35371,httpimg95imageshackusimg957497banneduser032906ban4ktpng,1.410989471507044e-05
35372,httpimg90imageshackusimg901530banneduser032906scomm3rapng,1.410989471507044e-05
35373,httpimg90imageshackusimg903267banneduser03290610013uepng,1.410989471507044e-05
35374,httpimg236imageshackusimg2364495banneduser03290610077hhpng,1.410989471507044e-05
35375,httpimg236imageshackusimg2368844banneduser03290610149fzpng,1.410989471507044e-05
35376,httpimg90imageshackusimg906935banneduser03290610180pjpng,1.410989471507044e-05
35377,lwt,-0.6931330706652302
35378,ideer,-0.6931330706652302
35379,ahahahahahahahaha,-0.6931330706652302
35380,aditude,-1.6094238025393852
35381,boldface,-1.3862802512251755
35382,arbustoo,-1.0985981787733947
35383,liesdeceit,-0.6931330706652302
35384,notsofun,-0.6931330706652302
35385,gimbel,-0.6931330706652302
35386,wiki4christ,1.410989471507044e-05
35387,hayson,0.6931612904546604
35388,offencive,1.410989471507044e-05
35389,iflingpoo,-0.6931330706652302
35390,tenetuous,-1.0985981787733947
35391,mailer,-0.6931330706652302
35392,diablo,-0.6931330706652302
35393,imageheadshotclairpng,-1.0985981787733947
35394,imagemangaclairpng,-1.0985981787733947
35395,adhominem,-1.0985981787733947
35396,elliott,-0.6931330706652302
35397,1my,-0.6931330706652302
35398,wutai,-1.0985981787733947
35399,pagoda,-0.6931330706652302
35400,yuffie,-1.0985981787733947
35401,yuffiesama,-0.6931330706652302
35402,yuffiehime,-0.6931330706652302
35403,godai,-1.0985981787733947
35404,kingemperoretc,-0.6931330706652302
35405,shinra,-0.6931330706652302
35406,fucntion,-0.6931330706652302
35407,informationcreation,-0.6931330706652302
35408,inventory,-0.6931330706652302
35409,thicker,-1.0985981787733947
35410,mn,-1.0985981787733947
35411,apollonius,-0.6931330706652302
35412,isthmus,-0.6931330706652302
35413,viipuri,-0.6931330706652302
35414,encurance,-0.6931330706652302
35415,magically,-0.4054509982134493
35416,tactical,-1.6094238025393852
35417,illustrator,-1.0985981787733947
35418,contour,-0.6931330706652302
35419,adobe,-1.0985981787733947
35420,crosssection,-0.6931330706652302
35421,tomohawk,-0.6931330706652302
35422,douchébag,0.6931612904546604
35423,linksfirst,-0.6931330706652302
35424,wprs,-3.4339730945904314
35425,dolt,-0.6931330706652302
35426,muffin,-0.6931330706652302
35427,radar,-1.6094238025393852
35428,halogen,-0.6931330706652302
35429,bodyguard,-1.3862802512251755
35430,50k,-1.0985981787733947
35431,rschens,-1.0985981787733947
35432,gateman1997,-1.0985981787733947
35433,gourrylina,-0.6931330706652302
35434,shipper,-0.6931330706652302
35435,gourry,-0.6931330706652302
35436,1326,-1.0985981787733947
35437,inuyasha,-0.6931330706652302
35438,drilldown,-0.6931330706652302
35439,atht,-0.6931330706652302
35440,repaeated,-0.6931330706652302
35441,httpwwwwikipediawatchorghivemindhtml,-0.6931330706652302
35442,rlduserrdsvn01,-0.6931330706652302
35443,anythingit,-0.6931330706652302
35444,insanejohns,-0.6931330706652302
35445,idée,-0.6931330706652302
35446,fixée,-0.6931330706652302
35447,parminder,-0.6931330706652302
35448,nagra,-0.6931330706652302
35449,beckham,-1.0985981787733947
35450,minx,-0.6931330706652302
35451,dramatist,-0.6931330706652302
35452,ctv,-1.0985981787733947
35453,civlization,-0.6931330706652302
35454,goverement,-0.6931330706652302
35455,revenue,-2.1972104674415043
35456,peoplemonarchy,-0.6931330706652302
35457,republicdemocracy,-0.6931330706652302
35458,entranched,-0.6931330706652302
35459,wikiepdia,-1.3862802512251755
35460,growand,-0.6931330706652302
35461,tendecny,-0.6931330706652302
35462,trulyl,-0.6931330706652302
35463,wanne,-0.6931330706652302
35464,sometihng,-0.6931330706652302
35465,haterd,-0.6931330706652302
35466,infint,-0.6931330706652302
35467,blondy,-0.6931330706652302
35468,initally,-0.6931330706652302
35469,meand,-0.6931330706652302
35470,ign,-0.6931330706652302
35471,multilayer,-0.6931330706652302
35472,pcbs,-0.6931330706652302
35473,tsai,-0.6931330706652302
35474,cellpadding6,-1.0985981787733947
35475,tke,-0.6931330706652302
35476,62136,-0.6931330706652302
35477,knoe,1.410989471507044e-05
35478,krayzie,-0.6931330706652302
35479,outshine,-0.6931330706652302
35480,opiain,-0.6931330706652302
35481,thousandsons,-0.6931330706652302
35482,saragossa,-1.0985981787733947
35483,napoleonic,-1.0985981787733947
35484,stalingrad,-1.0985981787733947
35485,sevastopol,-0.6931330706652302
35486,commenced,-0.6931330706652302
35487,industrially,-0.6931330706652302
35488,anglofrancogerman,-0.6931330706652302
35489,retrospectively,-1.0985981787733947
35490,s9arthur,-0.6931330706652302
35491,manzer,-0.6931330706652302
35492,mansus,-0.6931330706652302
35493,mamzer,-0.6931330706652302
35494,clevland,-0.6931330706652302
35495,numerically,-0.6931330706652302
35496,butwell,-0.6931330706652302
35497,httpenwikipediaorgwindexphptitlesecondbattleofkharkovactionhistory,-0.6931330706652302
35498,httpenwikipediaorgwindexphptitlesiegeofleningradactionhistory,-0.6931330706652302
35499,leyman,-0.6931330706652302
35500,sage,-1.3862802512251755
35501,bamboo,-1.0985981787733947
35502,freakofnuture,0.6931612904546604
35503,minuteman,-1.79174535933334
35504,tresspasser,-0.6931330706652302
35505,lawbreaker,-0.6931330706652302
35506,coreyjahnsgmailcom,-1.0985981787733947
35507,serendeva,-0.6931330706652302
35508,francolin,-0.6931330706652302
35509,upvv,0.6931612904546604
35510,upv,0.6931612904546604
35511,moline,-0.6931330706652302
35512,equilibrium,-1.0985981787733947
35513,attractor,-0.6931330706652302
35514,halflife,-1.9458960391605982
35515,dissipation,-0.6931330706652302
35516,energymass,-0.6931330706652302
35517,adjoin,-1.0985981787733947
35518,0th,-0.6931330706652302
35519,unattainable,-0.6931330706652302
35520,hastily,-0.6931330706652302
35521,tyring,-0.6931330706652302
35522,joshuapaquins,-0.6931330706652302
35523,jaranda,-0.6931330706652302
35524,mithraapollo,-0.6931330706652302
35525,antitransit,-0.6931330706652302
35526,ky,-1.0985981787733947
35527,landspout,-1.0985981787733947
35528,aftewards,-0.6931330706652302
35529,caribbean,-1.3862802512251755
35530,charleston,-1.0985981787733947
35531,savannah,-0.6931330706652302
35532,multiracially,-0.6931330706652302
35533,pocahontas,-0.6931330706652302
35534,roanoke,-0.6931330706652302
35535,melungeon,-2.079427431785121
35536,inception,-0.6931330706652302
35537,rednecksbut,-0.6931330706652302
35538,obfuscate,-1.79174535933334
35539,appalachia,-1.0985981787733947
35540,appalachian,-0.6931330706652302
35541,bermuda,-0.6931330706652302
35542,seaboardoriginally,-0.6931330706652302
35543,impoverish,-0.6931330706652302
35544,frontier,-1.3862802512251755
35545,buckskin,-0.6931330706652302
35546,henchman,-0.6931330706652302
35547,trailor,-0.6931330706652302
35548,springer,-0.6931330706652302
35549,reconstruction,-2.3025709830993306
35550,melungeons,-0.6931330706652302
35551,tomorow,1.410989471507044e-05
35552,newscast,-0.6931330706652302
35553,ctvs,-0.6931330706652302
35554,ignatieff,-1.3862802512251755
35555,cindering,-0.6931330706652302
35556,999997,-0.6931330706652302
35557,999998,-0.6931330706652302
35558,999999,-0.6931330706652302
35559,handiwork,-1.0985981787733947
35560,towntuinzaun,-0.6931330706652302
35561,superficial,-1.0985981787733947
35562,phonological,-1.0985981787733947
35563,phonetical,-0.6931330706652302
35564,illustrative,-1.0985981787733947
35565,scunthorpe,-0.6931330706652302
35566,dorpdorf,-0.6931330706652302
35567,germandutch,-0.6931330706652302
35568,semantical,-0.6931330706652302
35569,edwing,-0.6931330706652302
35570,stupidhead,1.3863084710146056
35571,foolbrained,0.6931612904546604
35572,scumhead,0.6931612904546604
35573,idiothead,0.6931612904546604
35574,sarcas,0.6931612904546604
35575,jeffire,1.410989471507044e-05
35576,poopheads,0.6931612904546604
35577,baboon,1.0986263985628248
35578,1434,0.6931612904546604
35579,maggot,0.6931612904546604
35580,salivary,0.6931612904546604
35581,hahahahahahhahahahahahah,0.6931612904546604
35582,httpunruleinfofileswankmpeg,-0.6931330706652302
35583,ejaculation,-0.4054509982134493
35584,explination,-1.3862802512251755
35585,marsha,-0.6931330706652302
35586,inteligent,-0.6931330706652302
35587,multtalented,-0.6931330706652302
35588,1636,-0.6931330706652302
35589,booksshort,-0.6931330706652302
35590,colorize,-1.6094238025393852
35591,colorization,-0.6931330706652302
35592,topper,-1.3862802512251755
35593,doodle,-0.4054509982134493
35594,dandy,-1.0985981787733947
35595,568000,-0.6931330706652302
35596,76100,-0.6931330706652302
35597,jungle,-1.3862802512251755
35598,oldschool,-0.6931330706652302
35599,mattrixed,-0.6931330706652302
35600,janitor,-1.6094238025393852
35601,heelkick,-0.6931330706652302
35602,frontsidebackside,-0.6931330706652302
35603,backside,-1.3862802512251755
35604,180,-1.79174535933334
35605,underflip,-0.6931330706652302
35606,typatigertot,-0.6931330706652302
35607,“organism”,-0.6931330706652302
35608,intuitively,-0.6931330706652302
35609,umbiguous,-0.6931330706652302
35610,morphological,-1.0985981787733947
35611,“grey,-0.6931330706652302
35612,area”,-0.6931330706652302
35613,unseparated,-0.6931330706652302
35614,siamese,-0.6931330706652302
35615,symbiont,-0.6931330706652302
35616,symbionts,-0.6931330706652302
35617,mitochiondria,-0.6931330706652302
35618,zygote,-1.9458960391605982
35619,placental,-0.6931330706652302
35620,mammal,-1.0985981787733947
35621,freeexisting,-0.6931330706652302
35622,somatic,-0.6931330706652302
35623,federlines,0.6931612904546604
35624,mayne,0.6931612904546604
35625,ganna,2.3025992028887607
35626,bitchnigga,0.6931612904546604
35627,shyt,1.6094520223288156
35628,bearcat,-1.6094238025393852
35629,userbearcat,-1.0985981787733947
35630,wikiheaven,-1.3862802512251755
35631,enterprising,-1.79174535933334
35632,vaughanwatch,-1.0985981787733947
35633,gazebo,-1.0985981787733947
35634,misappropriation,-1.79174535933334
35635,naturalist,-1.6094238025393852
35636,uncoscious,-0.6931330706652302
35637,ridicilous,-0.6931330706652302
35638,pantheist,-1.0985981787733947
35639,unconscious,-1.3862802512251755
35640,plause,-0.6931330706652302
35641,connects,-0.6931330706652302
35642,unsurprised,-0.6931330706652302
35643,borma,-0.6931330706652302
35644,freestyle,-0.4054509982134493
35645,vadalize,1.410989471507044e-05
35646,lyke,0.6931612904546604
35647,alwayz,0.6931612904546604
35648,commin,0.6931612904546604
35649,lye,0.6931612904546604
35650,syte,0.6931612904546604
35651,harras,0.6931612904546604
35652,basicly,1.410989471507044e-05
35653,shehole,-1.3862802512251755
35654,strongs,-0.6931330706652302
35655,concordance,-0.6931330706652302
35656,sheol,-1.0985981787733947
35657,hike395,-0.6931330706652302
35658,geostatistics,-1.0985981787733947
35659,orginal,-0.6931330706652302
35660,cannabisdrug,-0.6931330706652302
35661,aritcle,-1.0985981787733947
35662,longitudinal,-1.0985981787733947
35663,andreasson,-0.6931330706652302
35664,lancet,-1.0985981787733947
35665,14831486,-0.6931330706652302
35666,allthough,-1.0985981787733947
35667,anticannabis,-0.6931330706652302
35668,henrik,-0.6931330706652302
35669,globalsecurity,-0.6931330706652302
35670,cnbc,-1.0985981787733947
35671,humint,-0.6931330706652302
35672,thelabel,-0.6931330706652302
35673,screencap,-1.0985981787733947
35674,viriik,-0.6931330706652302
35675,lunancy,-0.6931330706652302
35676,peaced,-0.6931330706652302
35677,wppcp,-0.6931330706652302
35678,undeserving,-0.6931330706652302
35679,digimon,-0.6931330706652302
35680,keramon,-0.6931330706652302
35681,murmuxmon,-0.6931330706652302
35682,gizamon,-0.6931330706652302
35683,kimeramon,-0.6931330706652302
35684,reimpose,-0.6931330706652302
35685,zimmerman,0.6931612904546604
35686,delte,-0.6931330706652302
35687,deuglyified,-0.6931330706652302
35688,6276883,-1.0985981787733947
35689,ilana,-0.6931330706652302
35690,freedman,-0.6931330706652302
35691,mearsheimer,-0.6931330706652302
35692,walt,-1.6094238025393852
35693,aksigreat,-0.6931330706652302
35694,barnster,-1.0985981787733947
35695,expeditiously,-0.6931330706652302
35696,dcandeto,-2.3025709830993306
35697,microbrewery,-1.0985981787733947
35698,brewery,-0.6931330706652302
35699,opneing,-0.6931330706652302
35700,plothole,-0.6931330706652302
35701,wotw,-0.6931330706652302
35702,plotholes,-0.6931330706652302
35703,whatsover,-0.6931330706652302
35704,kubrick,-0.6931330706652302
35705,feng,-0.6931330706652302
35706,shui,-0.6931330706652302
35707,八字,-0.6931330706652302
35708,eazyer,0.6931612904546604
35709,fuckz,0.6931612904546604
35710,lotta,0.6931612904546604
35711,vadalizm,0.6931612904546604
35712,fuked,0.6931612904546604
35713,¿,-0.6931330706652302
35714,skyscraper,-0.6931330706652302
35715,ambigious,-0.6931330706652302
35716,width293px,-1.0985981787733947
35717,classexpansion,-1.0985981787733947
35718,f7f8ff,-1.0985981787733947
35719,bordercollapse,-1.0985981787733947
35720,lineheight12,-1.0985981787733947
35721,styleverticalalignmiddle,-1.6094238025393852
35722,thie,-0.6931330706652302
35723,mayhem,-0.6931330706652302
35724,genmay,-0.6931330706652302
35725,osu,-1.6094238025393852
35726,officialif,-0.6931330706652302
35727,jintropin,-1.3862802512251755
35728,lowercost,-0.6931330706652302
35729,mousetrap,-0.6931330706652302
35730,djour,-0.6931330706652302
35731,antiaging,-0.6931330706652302
35732,24mg,-1.0985981787733947
35733,supplier,-1.0985981787733947
35734,nonconventional,-0.6931330706652302
35735,ajiths,1.410989471507044e-05
35736,ajith,1.410989471507044e-05
35737,spacs,0.6931612904546604
35738,bcoz,0.6931612904546604
35739,innaccurate,-0.6931330706652302
35740,infomation,-0.6931330706652302
35741,kyogen,-1.0985981787733947
35742,noh,-0.6931330706652302
35743,leason,-1.0985981787733947
35744,franc,-0.6931330706652302
35745,gauquelins,-0.6931330706652302
35746,shotokankarate,-0.6931330706652302
35747,alltime,-1.0985981787733947
35748,brendan,-1.79174535933334
35749,filone,-0.6931330706652302
35750,mikey,-1.79174535933334
35751,palmice,-0.6931330706652302
35752,inkworks,-0.6931330706652302
35753,meadowlands,-0.6931330706652302
35754,marche,-0.6931330706652302
35755,1165,-0.6931330706652302
35756,1203,-0.6931330706652302
35757,kensingtoncedar,-0.6931330706652302
35758,kensington,-0.6931330706652302
35759,cedar,-1.3862802512251755
35760,4september,-0.6931330706652302
35761,cupnowadays,-0.6931330706652302
35762,betwen,-0.6931330706652302
35763,lisboa,-1.0985981787733947
35764,partizan,-1.0985981787733947
35765,belgradethe,-0.6931330706652302
35766,17h,-0.6931330706652302
35767,35000,-1.0985981787733947
35768,viewersand,-0.6931330706652302
35769,martinisresult,-0.6931330706652302
35770,conspirationalism,-0.6931330706652302
35771,jfw,-1.0985981787733947
35772,pseudoscientific,-1.0985981787733947
35773,imporant,-1.0985981787733947
35774,promulgates,-0.6931330706652302
35775,proufo,-0.6931330706652302
35776,nexus,-0.6931330706652302
35777,crub,-1.0985981787733947
35778,clayworth,-0.6931330706652302
35779,celticwonder,-0.6931330706652302
35780,wikipediaredirects,-0.6931330706652302
35781,onwhether,-0.6931330706652302
35782,tiltsensor,-0.6931330706652302
35783,gba,-0.6931330706652302
35784,paks,-0.6931330706652302
35785,warioware,-0.6931330706652302
35786,yoshi,-1.3862802512251755
35787,topsyturvy,-0.6931330706652302
35788,certian,-0.6931330706652302
35789,naturopathic,-0.6931330706652302
35790,infectious,-0.6931330706652302
35791,ettiquete,-0.6931330706652302
35792,jazzy,-1.79174535933334
35793,jazzygirl006,-0.6931330706652302
35794,cody,-0.6931330706652302
35795,hedman,-0.6931330706652302
35796,cdub1985,-0.6931330706652302
35797,006,-1.0985981787733947
35798,007,-0.6931330706652302
35799,retaliate,-1.9458960391605982
35800,tanzgruppe,-0.6931330706652302
35801,capj,-1.0985981787733947
35802,southwick,-1.6094238025393852
35803,transliterates,-0.6931330706652302
35804,shodan…etc,-0.6931330706652302
35805,kanjihanja,-0.6931330706652302
35806,tripe,-1.3862802512251755
35807,greensill,-1.0985981787733947
35808,hierarchypedia,-0.6931330706652302
35809,quiche,-0.6931330706652302
35810,wpvain,-0.6931330706652302
35811,thirdparty,-1.6094238025393852
35812,otherside,-0.6931330706652302
35813,reagrdless,-0.6931330706652302
35814,sectio,-0.6931330706652302
35815,nabout,-0.6931330706652302
35816,controverisal,-0.6931330706652302
35817,nomuras,-0.6931330706652302
35818,anagram,1.410989471507044e-05
35819,sora,-0.6931330706652302
35820,roas,-0.6931330706652302
35821,bam,-1.0985981787733947
35822,timewise,-0.6931330706652302
35823,postis,0.6931612904546604
35824,bottomline,0.6931612904546604
35825,ead,-0.6931330706652302
35826,cept,-0.6931330706652302
35827,rauls,-0.6931330706652302
35828,shuck,-1.0985981787733947
35829,harkenbane,-0.6931330706652302
35830,16pf,-1.6094238025393852
35831,ipat,-0.6931330706652302
35832,exploratory,-1.0985981787733947
35833,confirmatory,-1.0985981787733947
35834,factoranalyses,-0.6931330706652302
35835,hogams,-0.6931330706652302
35836,hpi,-0.6931330706652302
35837,hics,-0.6931330706652302
35838,twostage,-0.6931330706652302
35839,lew,-0.6931330706652302
35840,comparitive,-0.6931330706652302
35841,convinces,-0.6931330706652302
35842,predictor,-0.6931330706652302
35843,crossvalidation,-0.6931330706652302
35844,lews,-0.6931330706652302
35845,predictive,-0.6931330706652302
35846,factorial,-0.6931330706652302
35847,neo5,-0.6931330706652302
35848,neo30,-0.6931330706652302
35849,hogan6,-0.6931330706652302
35850,hogan36,-0.6931330706652302
35851,cattell,-0.6931330706652302
35852,cutanddried,-0.6931330706652302
35853,replicable,-0.6931330706652302
35854,absoluetly,-0.6931330706652302
35855,19cent,-0.6931330706652302
35856,klenner,-0.6931330706652302
35857,midgleys,-0.6931330706652302
35858,wprsclaim,-0.6931330706652302
35859,creativei,-1.0985981787733947
35860,imagethetankjpg,-1.0985981787733947
35861,strangely,-1.79174535933334
35862,misreporting,-0.6931330706652302
35863,antieu,-0.6931330706652302
35864,proeu,-1.0985981787733947
35865,euromyth,-0.6931330706652302
35866,gend,-0.6931330706652302
35867,loo,-0.6931330706652302
35868,enel,-0.6931330706652302
35869,öcalan,-1.3862802512251755
35870,1816,-1.0985981787733947
35871,sandle,-1.0985981787733947
35872,antivaccine,-0.6931330706652302
35873,higgins,-1.9458960391605982
35874,conceed,-1.0985981787733947
35875,reardon,-1.79174535933334
35876,2716,-0.6931330706652302
35877,techniclaly,-0.6931330706652302
35878,3while,-0.6931330706652302
35879,deduct,-1.0985981787733947
35880,rea,-0.6931330706652302
35881,2812,-0.6931330706652302
35882,midland,-1.6094238025393852
35883,pulam,-0.6931330706652302
35884,157,-1.0985981787733947
35885,benson,-1.3862802512251755
35886,thorburn,-1.0985981787733947
35887,patsy,-1.0985981787733947
35888,fagan,-0.6931330706652302
35889,2113,-0.6931330706652302
35890,tolly,-1.0985981787733947
35891,cobbold,-1.0985981787733947
35892,padmore,-0.6931330706652302
35893,crysalate,-0.6931330706652302
35894,pontins,-0.6931330706652302
35895,griffith,-2.079427431785121
35896,mclaughlin,-0.6931330706652302
35897,imagegaay,-1.0985981787733947
35898,i1jpg,-1.0985981787733947
35899,imagejordanreesjpg,-1.0985981787733947
35900,odonnell,-0.6931330706652302
35901,pnas,-0.6931330706652302
35902,scepticemia,-0.6931330706652302
35903,subclinical,-0.6931330706652302
35904,bubonic,-0.6931330706652302
35905,lymph,-0.6931330706652302
35906,pestis,-0.6931330706652302
35907,scepticemic,-0.6931330706652302
35908,httpwwwpnasorgcgireprint103145526,-0.6931330706652302
35909,northrop,-1.6094238025393852
35910,grumman,-1.6094238025393852
35911,criticims,-0.6931330706652302
35912,27store,-0.6931330706652302
35913,tichegoettinger,-0.6931330706652302
35914,joskes,-0.6931330706652302
35915,gently,-0.4054509982134493
35916,sequal,-0.6931330706652302
35917,salmon,-0.6931330706652302
35918,adams,-0.6931330706652302
35919,defwarn,-0.6931330706652302
35920,johnc1,-0.6931330706652302
35921,wwwcornsilkscom,-0.6931330706652302
35922,pessimism,-0.6931330706652302
35923,beckett,-2.079427431785121
35924,“deeply”,-0.6931330706652302
35925,“deceptively”,-0.6931330706652302
35926,widley,-0.6931330706652302
35927,beckett’s,-1.0985981787733947
35928,aren’t,-1.6094238025393852
35929,“deeply,-0.6931330706652302
35930,pessimistic”,-0.6931330706652302
35931,undebatable,-0.6931330706652302
35932,life’s,-1.0985981787733947
35933,slog,-1.0985981787733947
35934,hollywood’s,-0.6931330706652302
35935,prowar,-1.0985981787733947
35936,loom,-0.6931330706652302
35937,overcomes,-0.6931330706652302
35938,insurmountable,-0.6931330706652302
35939,heroically,-0.6931330706652302
35940,distant—an,-0.6931330706652302
35941,unattainable—as,-0.6931330706652302
35942,on”—full,-0.6931330706652302
35943,on”,-0.6931330706652302
35944,optimistic,-0.6931330706652302
35945,flatly,-1.3862802512251755
35946,“becketts,-0.6931330706652302
35947,condition”,-0.6931330706652302
35948,pessimist,-0.6931330706652302
35949,wouldn’t,-1.3862802512251755
35950,seprate,-1.3862802512251755
35951,“our,-2.3025709830993306
35952,list”,-0.6931330706652302
35953,city’s,-0.6931330706652302
35954,slot,-2.079427431785121
35955,categorymale,-0.6931330706652302
35956,strelchick,-1.9458960391605982
35957,ndper,-0.6931330706652302
35958,shortnened,-0.6931330706652302
35959,tss,-1.0985981787733947
35960,talksimon,-0.6931330706652302
35961,wpan3,-0.6931330706652302
35962,redux,-1.0985981787733947
35963,remiss,-0.6931330706652302
35964,wikipediacanadian,-0.6931330706652302
35965,newlyformed,-0.6931330706652302
35966,userfied,-0.6931330706652302
35967,userpm,-1.0985981787733947
35968,shefpm,-1.0985981787733947
35969,shefs,-1.3862802512251755
35970,approriate,-1.0985981787733947
35971,useryournamepagename,-0.6931330706652302
35972,testeditdevelop,-0.6931330706652302
35973,copyapste,-0.6931330706652302
35974,answeres,-0.6931330706652302
35975,selectman,-0.6931330706652302
35976,skewed,-1.79174535933334
35977,sga,-0.6931330706652302
35978,athlete,-1.0985981787733947
35979,communitybased,-0.6931330706652302
35980,councilor,-0.6931330706652302
35981,inidividually,-0.6931330706652302
35982,timethe,-0.6931330706652302
35983,247141159,-0.6931330706652302
35984,natively,-0.6931330706652302
35985,multilingual,-0.6931330706652302
35986,handicap,-0.6931330706652302
35987,mucked,-0.6931330706652302
35988,collosal,-0.6931330706652302
35989,messin,-0.6931330706652302
35990,wagonz,-0.6931330706652302
35991,yare,0.6931612904546604
35992,clownish,0.6931612904546604
35993,httpdabarucomhtmgreatsbdniazhtm,-0.6931330706652302
35994,bootom,-0.6931330706652302
35995,usercheck,-0.6931330706652302
35996,conplete,-0.6931330706652302
35997,salvage,-1.79174535933334
35998,userseditions,-0.6931330706652302
35999,kindlyu,-0.6931330706652302
36000,exaggerate,-1.79174535933334
36001,nonsens,-0.6931330706652302
36002,25px,-1.504063286881559
36003,0842,-0.6931330706652302
36004,mike18xxmike18xx,-0.6931330706652302
36005,0845,1.410989471507044e-05
36006,rms,-0.6931330706652302
36007,timewaster,-0.6931330706652302
36008,outleave,-0.6931330706652302
36009,stayinggoing,-0.6931330706652302
36010,1comments,-0.6931330706652302
36011,councilrelated,-0.6931330706652302
36012,fulltext,-0.6931330706652302
36013,autobiographical,-0.6931330706652302
36014,wikipediaautobiography,-0.6931330706652302
36015,wpcorp,-0.6931330706652302
36016,vaughanrelated,-1.0985981787733947
36017,commendable,-1.0985981787733947
36018,abstention,-1.0985981787733947
36019,embryo,-0.6931330706652302
36020,lateterm,-0.6931330706652302
36021,mammalian,-0.6931330706652302
36022,supercategories,-0.6931330706652302
36023,revamp,-1.3862802512251755
36024,hutchinson,-0.6931330706652302
36025,rattle,-1.0985981787733947
36026,selfidentifying,-1.0985981787733947
36027,disastrous,-1.0985981787733947
36028,grotesquely,1.410989471507044e-05
36029,redundacy,-1.0985981787733947
36030,subsidaries,-0.6931330706652302
36031,dotalk,-0.6931330706652302
36032,o1,-0.6931330706652302
36033,on1,-0.6931330706652302
36034,pedrocr,-0.6931330706652302
36035,believable,-1.6094238025393852
36036,daylight,-1.0985981787733947
36037,dalton,-1.3862802512251755
36038,smoker,-0.4519710138483421
36039,rfd,-2.079427431785121
36040,eyeonvaughan,-1.0985981787733947
36041,reintroduction,-0.6931330706652302
36042,evilphoenix,-0.6931330706652302
36043,haphazardly,-0.4054509982134493
36044,16091231124,-0.6931330706652302
36045,httpenwikipediaorgwikiusertalkevilphoenix,-0.6931330706652302
36046,politcally,-0.6931330706652302
36047,pmshefs,-0.6931330706652302
36048,unfaithfull,-0.6931330706652302
